ID,repository,directory,solution,language,name,description,runtime,testing,tests,is_aws,is_azure,is_gcp,provider_set
513876836/applications/pulumi-examples/digitalocean-ts-loadbalanced-droplets/Pulumi.yaml,513876836,513876836/applications/pulumi-examples/digitalocean-ts-loadbalanced-droplets,Pulumi,typescript,digitalocean-ts-loadbalanced-droplets,Basic example of load balanced droplets on DigitalOcean,nodejs,,,0,0,0,
513876836/applications/pulumi-examples/kubernetes-py-nginx/Pulumi.yaml,513876836,513876836/applications/pulumi-examples/kubernetes-py-nginx,Pulumi,python,kubernetes-py-nginx,"Example of a Kubernetes Stateless Application Deployment, using Nginx",python,,,0,0,0,
513876836/applications/pulumi-examples/kubernetes-ts-helm-wordpress/Pulumi.yaml,513876836,513876836/applications/pulumi-examples/kubernetes-ts-helm-wordpress,Pulumi,typescript,wordpress,A minimal installation of the latest version of the Wordpress Helm chart,nodejs,,,0,0,0,
513876836/applications/pulumi-examples/digitalocean-cs-k8s/Pulumi.yaml,513876836,513876836/applications/pulumi-examples/digitalocean-cs-k8s,Pulumi,csharp,digitalocean-cs-k8s,Provision a DigitalOcean Kubernetes cluster and deploy to it,dotnet,,,0,0,0,
45236795/terraform/learn-cdktf-typescript/cdktf.json,45236795,45236795/terraform/learn-cdktf-typescript,CDKTF,typescript,,,typescript,,,0,0,0,
400684243/Pulumi.yaml,400684243,400684243,Pulumi,python,pulumi-bug-eks,Demonstrates pulumi preview bug in v3.10.1+,python,,,0,0,0,
288479490/cdktf.json,288479490,288479490,CDKTF,typescript,,,typescript,,,0,0,0,
493674274/src/pulumi/PulumiSample/Pulumi.yaml,493674274,493674274/src/pulumi/PulumiSample,Pulumi,csharp,PulumiSample,A minimal Auth0 C# Pulumi program,dotnet,,,0,0,0,
318265515/simple-lambda-function/Pulumi.yaml,318265515,318265515/simple-lambda-function,Pulumi,typescript,simple-lambda-function,A minimal TypeScript Pulumi program,nodejs,,,0,0,0,
318265515/lambda-api-gateway/Pulumi.yaml,318265515,318265515/lambda-api-gateway,Pulumi,typescript,lambda-api-gateway,A minimal TypeScript Pulumi program,nodejs,,,0,0,0,
318265515/lambda-thumbnailer/Pulumi.yaml,318265515,318265515/lambda-thumbnailer,Pulumi,typescript,lambda-thumbnailer,A minimal TypeScript Pulumi program,nodejs,,,0,0,0,
185836994/Pulumi.yaml,185836994,185836994,Pulumi,typescript,github-awesome-updater,A minimal TypeScript Pulumi program,nodejs,,,0,0,0,
139360495/examples/guestbook/Pulumi.yaml,139360495,139360495/examples/guestbook,Pulumi,typescript,pk8syaml-guestbook,"The standard Kubernetes Guestbook, provisioned using Pulumi.",nodejs,,,0,0,0,
441719443/infrastructure/services/Pulumi.yaml,441719443,441719443/infrastructure/services,Pulumi,go,services,A minimal Kubernetes Go Pulumi program,go,,,0,0,0,
441719443/infrastructure/auth/Pulumi.yaml,441719443,441719443/infrastructure/auth,Pulumi,go,auth,A minimal Go Pulumi program,go,,,0,0,0,
441719443/infrastructure/cloud/Pulumi.yaml,441719443,441719443/infrastructure/cloud,Pulumi,go,cloud,A minimal DigitalOcean Go Pulumi program,go,,,0,0,0,
362603769/Pulumi.yaml,362603769,362603769,Pulumi,typescript,super-pulumi,A minimal TypeScript Pulumi program,nodejs,,,0,0,0,
362603769/sub-a/Pulumi.yaml,362603769,362603769/sub-a,Pulumi,typescript,sub-a,A minimal TypeScript Pulumi program,nodejs,,,0,0,0,
362603769/sub-b/Pulumi.yaml,362603769,362603769/sub-b,Pulumi,typescript,sub-b,A minimal TypeScript Pulumi program,nodejs,,,0,0,0,
523176369/infra/apps/apps/Pulumi.yaml,523176369,523176369/infra/apps/apps,Pulumi,typescript,apps,apps describes all of the applications running our cluster,nodejs,,,0,0,0,
523176369/infra/apps/cron/Pulumi.yaml,523176369,523176369/infra/apps/cron,Pulumi,typescript,cron,A minimal Kubernetes TypeScript Pulumi program,nodejs,,,0,0,0,
523176369/infra/cluster/Pulumi.yaml,523176369,523176369/infra/cluster,Pulumi,typescript,pc-infra,A minimal TypeScript Pulumi program,nodejs,,,0,0,0,
523176369/infra/network/Pulumi.yaml,523176369,523176369/infra/network,Pulumi,typescript,dns_entries,A minimal TypeScript Pulumi program,nodejs,,,0,0,0,
523176369/infra/volumes/Pulumi.yaml,523176369,523176369/infra/volumes,Pulumi,typescript,volumes,A minimal Kubernetes TypeScript Pulumi program,nodejs,,,0,0,0,
321115068/hello-terraform/cdktf.json,321115068,321115068/hello-terraform,CDKTF,python,,,python,,,0,0,0,
485978294/xp/project/apihub/Pulumi.yaml,485978294,485978294/xp/project/apihub,Pulumi,python,apihub,API hub server with traefik,python,,,0,0,0,
485978294/xp/project/ahdatavol/Pulumi.yaml,485978294,485978294/xp/project/ahdatavol,Pulumi,python,ahdatavol,API hub EBS Data Volune,python,,,0,0,0,
372789371/package/cloud/Pulumi.yaml,372789371,372789371/package/cloud,Pulumi,typescript,offtopic-slack-bot,,nodejs,,,0,0,0,
518063537/examples/simple/Pulumi.yaml,518063537,518063537/examples/simple,Pulumi,typescript,simple,A simple xyz example,nodejs,,,0,0,0,
455131581/cdktf-go/cdktf.json,455131581,455131581/cdktf-go,CDKTF,go,,,go,,,0,0,0,
399216773/ops/Pulumi.yaml,399216773,399216773/ops,Pulumi,go,solana-env,pulumi program for starting up a solana ocr testing environment,go,,,0,0,0,
421797939/examples/simple/Pulumi.yaml,421797939,421797939/examples/simple,Pulumi,typescript,simple,A simple xyz example,nodejs,,,0,0,0,
504589424/examples/simple/Pulumi.yaml,504589424,504589424/examples/simple,Pulumi,typescript,simple,A simple xyz example,nodejs,,,0,0,0,
16807266/Pulumi.yaml,16807266,16807266,Pulumi,typescript,rarousnet,Aleš Roubíček's personal website,nodejs,,,0,0,0,
443386068/deploy/Pulumi.yaml,443386068,443386068/deploy,Pulumi,typescript,dn6-api-mongo,Deploys .NET 6 MongoDB Web API app.,nodejs,,,0,0,0,
523994254/api/Pulumi.yaml,523994254,523994254/api,Pulumi,typescript,api-bmpi-dev,API for BMPI.dev,nodejs,,,0,0,0,
302649295/cdktf.json,302649295,302649295,CDKTF,typescript,,,typescript,,,0,0,0,
334364105/Pulumi.yaml,334364105,334364105,Pulumi,go,pullantis,interview assignment project,go,,,0,0,0,
478840938/src/CrazyBike.Infra/Pulumi.yaml,478840938,478840938/src/CrazyBike.Infra,Pulumi,csharp,crazybike,CrazyBike IAAC,dotnet,,,0,0,0,
239797367/Pulumi.yaml,239797367,239797367,Pulumi,typescript,booking_api,API for booking project,nodejs,,,0,0,0,
509529315/examples/typescript/Pulumi.yaml,509529315,509529315/examples/typescript,Pulumi,typescript,simple,A simple xyz example,nodejs,,,0,0,0,
504982674/infra/ceramic-mainnet/Pulumi.yaml,504982674,504982674/infra/ceramic-mainnet,Pulumi,typescript,ceramic,Ceramic nodes used with dpopp projects,nodejs,,,0,0,0,
504982674/infra/staging/Pulumi.yaml,504982674,504982674/infra/staging,Pulumi,typescript,dpopp,Staging environment for dpopp,nodejs,,,0,0,0,
504982674/infra/production/Pulumi.yaml,504982674,504982674/infra/production,Pulumi,typescript,dpopp,Production environment for dpopp,nodejs,,,0,0,0,
504982674/infra/ceramic-testnet/Pulumi.yaml,504982674,504982674/infra/ceramic-testnet,Pulumi,typescript,ceramic,Ceramic nodes used with dpopp projects,nodejs,,,0,0,0,
501482485/infra/Pulumi.yaml,501482485,501482485/infra,Pulumi,typescript,agile-poker-infra,IaC for agile poker backend,nodejs,"['pulumi_unit', 'pulumi_unit_mocking']",['501482485/infra/test.ts'],0,0,0,
382042012/examples/user/csharp/Pulumi.yaml,382042012,382042012/examples/user/csharp,Pulumi,csharp,snowflake-sharp-user,A minimal C# Pulumi program,dotnet,,,0,0,0,
382042012/examples/user/ts/Pulumi.yaml,382042012,382042012/examples/user/ts,Pulumi,typescript,snowflake-ts-user,A minimal TypeScript Pulumi program,nodejs,,,0,0,0,
382042012/examples/user/go/Pulumi.yaml,382042012,382042012/examples/user/go,Pulumi,go,snowflake-go-user,A minimal Go Pulumi program,go,,,0,0,0,
382042012/examples/user/py/Pulumi.yaml,382042012,382042012/examples/user/py,Pulumi,python,snowflake-py-user,A minimal Python Pulumi program,python,,,0,0,0,
469471575/Pulumi.yaml,469471575,469471575,Pulumi,typescript,stackgres,A minimal Kubernetes TypeScript Pulumi program,nodejs,,,0,0,0,
380831351/infra/docker/Pulumi.yaml,380831351,380831351/infra/docker,Pulumi,typescript,infra,NHentai GraphQL API,nodejs,,,0,0,0,
380831351/infra/cloud run/Pulumi.yaml,380831351,380831351/infra/cloud run,Pulumi,typescript,infra,NHentai GraphQL API,nodejs,,,0,0,0,
292109985/nodejs/localProgram-tsnode-mochatests/infrastructure/Pulumi.yaml,292109985,292109985/nodejs/localProgram-tsnode-mochatests/infrastructure,Pulumi,typescript,automationS3website,Pulumi project to set up S3 website,nodejs,,,0,0,0,
319044118/infrastructure/Pulumi.yaml,319044118,319044118/infrastructure,Pulumi,typescript,jenkins-example,A minimal AliCloud TypeScript Pulumi program,nodejs,,,0,0,0,
318523629/pulumi/Pulumi.yaml,318523629,318523629/pulumi/src/main.go,Pulumi,go,infrastructure,A minimal Packet.net Go Pulumi program,go,,,0,0,0,
195331012/infra/Pulumi.yaml,195331012,195331012/infra,Pulumi,typescript,website,"Hey, it's my website!",nodejs,,,0,0,0,
511615420/recipes/rsc-single-server/Pulumi.yaml,511615420,511615420/recipes/rsc-single-server,Pulumi,python,rsc-single-server,Deploy a single server RSC instance.,python,,,0,0,0,
511615420/recipes/rsw-single-server-local-launcher/Pulumi.yaml,511615420,511615420/recipes/rsw-single-server-local-launcher,Pulumi,python,rsw-single-server,Deploy a single server RSW instance.,python,,,0,0,0,
511615420/recipes/rsw-single-server/Pulumi.yaml,511615420,511615420/recipes/rsw-single-server,Pulumi,python,rsw-single-server,Deploy a single server RSW instance.,python,,,0,0,0,
195035396/examples/record/csharp/Pulumi.yaml,195035396,195035396/examples/record/csharp,Pulumi,csharp,dnsimple-record-csharp,A dnsimple test,dotnet,,,0,0,0,
195035396/examples/record/ts/Pulumi.yaml,195035396,195035396/examples/record/ts,Pulumi,typescript,dnsimple-record-ts,A dnsimple test,nodejs,,,0,0,0,
195035396/examples/record/py/Pulumi.yaml,195035396,195035396/examples/record/py,Pulumi,python,dnsimple-record-py,A dnsimple test,python,,,0,0,0,
426675969/examples/logGroup/Pulumi.yaml,426675969,426675969/examples/logGroup,Pulumi,typescript,LogGroup,A simple example of using the `LogGroup` APIs.,nodejs,,,0,0,0,
426675969/examples/route53/Pulumi.yaml,426675969,426675969/examples/route53,Pulumi,typescript,CloudWatch,A simple example of using the `CloudWatch` APIs.,nodejs,,,0,0,0,
426675969/examples/bucket-py/Pulumi.yaml,426675969,426675969/examples/bucket-py,Pulumi,python,bucket-py,A simple example of using the `Bucket` APIs using Python.,python,,,0,0,0,
426675969/examples/secretcapture/Pulumi.yaml,426675969,426675969/examples/secretcapture,Pulumi,typescript,secretcapture,Test capturing secrets in callback functions.,nodejs,,,0,0,0,
426675969/examples/cloudwatch/Pulumi.yaml,426675969,426675969/examples/cloudwatch,Pulumi,typescript,CloudWatch,A simple example of using the `CloudWatch` APIs.,nodejs,,,0,0,0,
426675969/examples/alb-legacy/Pulumi.yaml,426675969,426675969/examples/alb-legacy,Pulumi,typescript,alb-legacy,Back compat test to ensure that applicationloadbalancing can still be used.,nodejs,,,0,0,0,
426675969/examples/topic/Pulumi.yaml,426675969,426675969/examples/topic,Pulumi,typescript,topic,A simple example of using the `Topic` APIs.,nodejs,,,0,0,0,
426675969/examples/stream/Pulumi.yaml,426675969,426675969/examples/stream,Pulumi,typescript,Stream,A simple example of using the `Stream` APIs.,nodejs,,,0,0,0,
426675969/examples/ecr/Pulumi.yaml,426675969,426675969/examples/ecr,Pulumi,typescript,ecr,A more complex example of ECR with Policy and Lifecycle.,nodejs,,,0,0,0,
426675969/examples/alb-new/Pulumi.yaml,426675969,426675969/examples/alb-new,Pulumi,typescript,alb-new,Test to ensure that an alb can be created through the elasticloadbalancingv2 module,nodejs,,,0,0,0,
426675969/examples/kms-alias/Pulumi.yaml,426675969,426675969/examples/kms-alias,Pulumi,typescript,kms-alias,Example to show autonaming of Kms Alias resources,nodejs,,,0,0,0,
426675969/examples/codebuild-project-py/Pulumi.yaml,426675969,426675969/examples/codebuild-project-py,Pulumi,python,codebuild-project-py,A minimal Python Pulumi program,python,,,0,0,0,
426675969/examples/alb-new-py/Pulumi.yaml,426675969,426675969/examples/alb-new-py,Pulumi,python,alb-legacy-py,Back compat test to ensure that applicationloadbalancing can still be used.,python,,,0,0,0,
426675969/examples/alb-legacy-py/Pulumi.yaml,426675969,426675969/examples/alb-legacy-py,Pulumi,python,alb-legacy-py,Back compat test to ensure that applicationloadbalancing can still be used.,python,,,0,0,0,
426675969/examples/table/Pulumi.yaml,426675969,426675969/examples/table,Pulumi,typescript,Table,A simple example of using the `Table` APIs.,nodejs,,,0,0,0,
426675969/examples/alb-legacy-py-old/Pulumi.yaml,426675969,426675969/examples/alb-legacy-py-old,Pulumi,python,alb-legacy-py-old,"Back compat test to ensure that applicationloadbalancing can still be used, specifying inputs with dicts.",python,,,0,0,0,
426675969/examples/ssmparameter/Pulumi.yaml,426675969,426675969/examples/ssmparameter,Pulumi,typescript,ssmparamter,A simple example of using SSM Parameters.,nodejs,,,0,0,0,
426675969/examples/alb-new-py-old/Pulumi.yaml,426675969,426675969/examples/alb-new-py-old,Pulumi,python,alb-legacy-py-old,"Back compat test to ensure that applicationloadbalancing can still be used, specifying inputs with dicts.",python,,,0,0,0,
426675969/examples/regression/Pulumi.yaml,426675969,426675969/examples/regression,Pulumi,typescript,regression,Regression tests,nodejs,,,0,0,0,
426675969/examples/minimal/Pulumi.yaml,426675969,426675969/examples/minimal,Pulumi,typescript,minimal,An empty Lumi script.,nodejs,,,0,0,0,
426675969/examples/delete_before_create/mount_target/step1/Pulumi.yaml,426675969,426675969/examples/delete_before_create/mount_target/step1,Pulumi,typescript,mount_target,,nodejs,,,0,0,0,
426675969/examples/switchrole/use-role/Pulumi.yaml,426675969,426675969/examples/switchrole/use-role,Pulumi,typescript,use-role,Use the created role,nodejs,,,0,0,0,
426675969/examples/rename-ses-configuration-set/Pulumi.yaml,426675969,426675969/examples/rename-ses-configuration-set,Pulumi,typescript,rename-ses-configuration-set,Test to ensure that the renaming of SES Configuration Set uses the correct aliases,nodejs,,,0,0,0,
426675969/examples/queue/Pulumi.yaml,426675969,426675969/examples/queue,Pulumi,typescript,queue,A simple example of using the `Queue` APIs.,nodejs,,,0,0,0,
426675969/examples/bucket/Pulumi.yaml,426675969,426675969/examples/bucket,Pulumi,typescript,bucket,A simple example of using the `Bucket` APIs.,nodejs,,,0,0,0,
462696983/Pulumi.yaml,462696983,462696983,Pulumi,typescript,worksmartly,devops case study,nodejs,,,0,0,0,
397883979/terraform-cdk/examples/typescript/docker/cdktf.json,397883979,397883979/terraform-cdk/examples/typescript/docker,CDKTF,typescript,,,typescript,,,0,0,0,
397883979/terraform-cdk/examples/typescript/ucloud/cdktf.json,397883979,397883979/terraform-cdk/examples/typescript/ucloud,CDKTF,typescript,,,typescript,,,0,0,0,
397883979/terraform-cdk/examples/typescript/backends/remote/cdktf.json,397883979,397883979/terraform-cdk/examples/typescript/backends/remote,CDKTF,typescript,,,typescript,,,0,0,0,
397883979/terraform-cdk/examples/typescript/backends/gcs/cdktf.json,397883979,397883979/terraform-cdk/examples/typescript/backends/gcs,CDKTF,typescript,,,typescript,,,0,0,0,
397883979/terraform-cdk/examples/typescript/backends/s3/cdktf.json,397883979,397883979/terraform-cdk/examples/typescript/backends/s3,CDKTF,typescript,,,typescript,,,0,0,0,
397883979/terraform-cdk/examples/typescript/kubernetes/cdktf.json,397883979,397883979/terraform-cdk/examples/typescript/kubernetes,CDKTF,typescript,,,typescript,,,0,0,0,
397883979/terraform-cdk/examples/typescript/vault/cdktf.json,397883979,397883979/terraform-cdk/examples/typescript/vault,CDKTF,typescript,,,typescript,,,0,0,0,
397883979/terraform-cdk/examples/csharp/ucloud/cdktf.json,397883979,397883979/terraform-cdk/examples/csharp/ucloud,CDKTF,csharp,,,csharp,,,0,0,0,
397883979/terraform-cdk/examples/python/docker/cdktf.json,397883979,397883979/terraform-cdk/examples/python/docker,CDKTF,python,,,python,,,0,0,0,
397883979/terraform-cdk/examples/python/ucloud/cdktf.json,397883979,397883979/terraform-cdk/examples/python/ucloud,CDKTF,python,,,python,,,0,0,0,
397883979/terraform-cdk/examples/python/kubernetes/cdktf.json,397883979,397883979/terraform-cdk/examples/python/kubernetes,CDKTF,python,,,python,,,0,0,0,
397883979/terraform-cdk/examples/go/docker/cdktf.json,397883979,397883979/terraform-cdk/examples/go/docker,CDKTF,go,,,go,,,0,0,0,
397883979/terraform-cdk/examples/go/ucloud/cdktf.json,397883979,397883979/terraform-cdk/examples/go/ucloud,CDKTF,go,,,go,,,0,0,0,
397883979/terraform-cdk/examples/java/ucloud/cdktf.json,397883979,397883979/terraform-cdk/examples/java/ucloud,CDKTF,java,,,java,,,0,0,0,
397883979/terraform-cdk/examples/java/gradle-shared-module/common/cdktf.json,397883979,397883979/terraform-cdk/examples/java/gradle-shared-module/common,CDKTF,java,,,java,,,0,0,0,
397883979/terraform-cdk/examples/java/gradle-shared-module/module-a/cdktf.json,397883979,397883979/terraform-cdk/examples/java/gradle-shared-module/module-a,CDKTF,java,,,java,,,0,0,0,
397883979/terraform-cdk/examples/java/gradle-shared-module/module-b/cdktf.json,397883979,397883979/terraform-cdk/examples/java/gradle-shared-module/module-b,CDKTF,java,,,java,,,0,0,0,
397883979/terraform-cdk/examples/java/kubernetes/cdktf.json,397883979,397883979/terraform-cdk/examples/java/kubernetes,CDKTF,java,,,java,,,0,0,0,
397883979/terraform-cdk/test/typescript/diff-deploy-destroy/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/diff-deploy-destroy,CDKTF,typescript,,,typescript,['cdktf'],['397883979/terraform-cdk/test/typescript/diff-deploy-destroy/main.ts'],0,0,0,
397883979/terraform-cdk/test/typescript/init-remote-template/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/init-remote-template,CDKTF,typescript,,,typescript,['cdktf'],['397883979/terraform-cdk/test/typescript/init-remote-template/test.ts'],0,0,0,
397883979/terraform-cdk/test/typescript/modules/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/modules,CDKTF,typescript,,,typescript,"['cdktf', 'cdktf_snapshot']","['397883979/terraform-cdk/test/typescript/modules/main.ts', '397883979/terraform-cdk/test/typescript/modules/test.ts']",0,0,0,
397883979/terraform-cdk/test/typescript/asset/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/asset,CDKTF,typescript,,,typescript,['cdktf'],['397883979/terraform-cdk/test/typescript/asset/main.ts'],0,0,0,
397883979/terraform-cdk/test/typescript/providers/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/providers,CDKTF,typescript,,,typescript,['cdktf'],['397883979/terraform-cdk/test/typescript/providers/main.ts'],0,0,0,
397883979/terraform-cdk/test/typescript/synth-app-error/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/synth-app-error,CDKTF,typescript,,,typescript,['cdktf'],"['397883979/terraform-cdk/test/typescript/synth-app-error/main.ts', '397883979/terraform-cdk/test/typescript/synth-app-error/test.ts']",0,0,0,
397883979/terraform-cdk/test/typescript/synth-app/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/synth-app,CDKTF,typescript,,,typescript,['cdktf'],['397883979/terraform-cdk/test/typescript/synth-app/main.ts'],0,0,0,
397883979/terraform-cdk/test/typescript/terraform-cloud/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/terraform-cloud,CDKTF,typescript,,,typescript,"['cdktf', 'cdktf_snapshot']","['397883979/terraform-cdk/test/typescript/terraform-cloud/main.ts', '397883979/terraform-cdk/test/typescript/terraform-cloud/test.ts']",0,0,0,
397883979/terraform-cdk/test/typescript/watch/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/watch,CDKTF,typescript,,,typescript,['cdktf'],"['397883979/terraform-cdk/test/typescript/watch/main.ts', '397883979/terraform-cdk/test/typescript/watch/test.ts']",0,0,0,
397883979/terraform-cdk/test/typescript/init-with-colors/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/init-with-colors,CDKTF,typescript,,,typescript,,,0,0,0,
397883979/terraform-cdk/test/typescript/feature-flags/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/feature-flags,CDKTF,typescript,,,typescript,"['cdktf', 'cdktf_snapshot']","['397883979/terraform-cdk/test/typescript/feature-flags/main.ts', '397883979/terraform-cdk/test/typescript/feature-flags/test.ts']",0,0,0,
397883979/terraform-cdk/test/typescript/multiple-stacks/cdktf.json,397883979,397883979/terraform-cdk/test/typescript/multiple-stacks,CDKTF,typescript,,,typescript,"['cdktf', 'cdktf_snapshot']","['397883979/terraform-cdk/test/typescript/multiple-stacks/main.ts', '397883979/terraform-cdk/test/typescript/multiple-stacks/test.ts']",0,0,0,
397883979/terraform-cdk/test/csharp/synth-app/cdktf.json,397883979,397883979/terraform-cdk/test/csharp/synth-app,CDKTF,csharp,,,csharp,['cdktf'],['397883979/terraform-cdk/test/csharp/synth-app/Main.cs'],0,0,0,
397883979/terraform-cdk/test/python/asset/cdktf.json,397883979,397883979/terraform-cdk/test/python/asset,CDKTF,python,,,python,['cdktf'],['397883979/terraform-cdk/test/python/asset/main.py'],0,0,0,
397883979/terraform-cdk/test/python/synth-app/cdktf.json,397883979,397883979/terraform-cdk/test/python/synth-app,CDKTF,python,,,python,['cdktf'],['397883979/terraform-cdk/test/python/synth-app/main.py'],0,0,0,
397883979/terraform-cdk/test/python/third-party-provider/cdktf.json,397883979,397883979/terraform-cdk/test/python/third-party-provider,CDKTF,python,,,python,['cdktf'],['397883979/terraform-cdk/test/python/third-party-provider/main.py'],0,0,0,
397883979/terraform-cdk/test/python/multiple-stacks/cdktf.json,397883979,397883979/terraform-cdk/test/python/multiple-stacks,CDKTF,python,,,python,['cdktf'],['397883979/terraform-cdk/test/python/multiple-stacks/main.py'],0,0,0,
397883979/terraform-cdk/test/go/synth-app/cdktf.json,397883979,397883979/terraform-cdk/test/go/synth-app,CDKTF,go,,,go,['cdktf'],['397883979/terraform-cdk/test/go/synth-app/main.go'],0,0,0,
397883979/terraform-cdk/test/java/synth-app/cdktf.json,397883979,397883979/terraform-cdk/test/java/synth-app,CDKTF,java,,,java,['cdktf'],['397883979/terraform-cdk/test/java/synth-app/Main.java'],0,0,0,
490214432/src/cdktf.json,490214432,490214432/src,CDKTF,typescript,,,typescript,,,0,0,0,
342192373/cdktf.json,342192373,342192373,CDKTF,typescript,,,typescript,,,0,0,0,
403633402/pulumi/Pulumi.yaml,403633402,403633402/pulumi,Pulumi,typescript,node-mock-api,A minimal Kubernetes JavaScript Pulumi program,nodejs,,,0,0,0,
342932833/packages/infrastructure/Pulumi.yaml,342932833,342932833/packages/infrastructure,Pulumi,typescript,sonq,A minimal Kubernetes TypeScript Pulumi program,nodejs,,,0,0,0,
490107531/deploy/pulumi/Pulumi.yaml,490107531,490107531/deploy/pulumi,Pulumi,typescript,website,The web frontend for Cerus,nodejs,,,0,0,0,
275637228/Pulumi.yaml,275637228,275637228,Pulumi,typescript,rails,A Ruby on Rails stack using a single EC2 instance with a local MySQL database for storage,nodejs,,,0,0,0,
167279625/infrastructure/Pulumi.yaml,167279625,167279625/infrastructure,Pulumi,typescript,viewer,,nodejs,,,0,0,0,
515018046/cdktf.json,515018046,515018046,CDKTF,typescript,,,typescript,,,0,0,0,
297979810/backend-pulumi/Pulumi.yaml,297979810,297979810/backend-pulumi,Pulumi,typescript,perlinx-dashboard,A backend for tracking underlying assets on PERLINX,nodejs,,,0,0,0,
465058743/Pulumi.yaml,465058743,465058743,Pulumi,typescript,lambda-layer-bug,lambda layer bug test,nodejs,,,0,0,0,
326566148/examples/readme/Pulumi.yaml,326566148,326566148/examples/readme,Pulumi,yaml,random,,yaml,,,0,0,0,
326566148/examples/pulumi-variable/Pulumi.yaml,326566148,326566148/examples/pulumi-variable/working-dir,Pulumi,yaml,pulumi-reserved-variable,,yaml,,,0,0,0,
326566148/examples/random/Pulumi.yaml,326566148,326566148/examples/random,Pulumi,yaml,random,,yaml,,,0,0,0,
326566148/examples/cue-random/Pulumi.yaml,326566148,326566148/examples/cue-random,Pulumi,yaml,cue,CUE Example,yaml,,,0,0,0,
326566148/examples/stackreference-producer/Pulumi.yaml,326566148,326566148/examples/stackreference-producer,Pulumi,yaml,stackreference-producer,,yaml,,,0,0,0,
326566148/examples/cue-eks/Pulumi.yaml,326566148,326566148/examples/cue-eks,Pulumi,yaml,cue,CUE Example,yaml,,,0,0,0,
326566148/examples/stackreference-consumer/Pulumi.yaml,326566148,326566148/examples/stackreference-consumer,Pulumi,yaml,stackreference-consumer,,yaml,,,0,0,0,
326566148/examples/getting-started/Pulumi.yaml,326566148,326566148/examples/getting-started,Pulumi,yaml,simple-yaml,,yaml,,,0,0,0,
326566148/examples/cue-static-web-app/Pulumi.yaml,326566148,326566148/examples/cue-static-web-app,Pulumi,yaml,cue,CUE Example,yaml,,,0,0,0,
326566148/examples/kubernetes/Pulumi.yaml,326566148,326566148/examples/kubernetes,Pulumi,yaml,simple-kubernetes,,yaml,,,0,0,0,
326566148/templates/github-yaml/Pulumi.yaml,326566148,326566148/templates/github-yaml,Pulumi,yaml,${PROJECT},${DESCRIPTION},yaml,,,0,0,0,
326566148/templates/openstack-yaml/Pulumi.yaml,326566148,326566148/templates/openstack-yaml,Pulumi,yaml,${PROJECT},${DESCRIPTION},yaml,,,0,0,0,
326566148/templates/kubernetes-yaml/Pulumi.yaml,326566148,326566148/templates/kubernetes-yaml,Pulumi,yaml,${PROJECT},${DESCRIPTION},yaml,,,0,0,0,
326566148/templates/linode-yaml/Pulumi.yaml,326566148,326566148/templates/linode-yaml,Pulumi,yaml,${PROJECT},${DESCRIPTION},yaml,,,0,0,0,
326566148/templates/auth0-yaml/Pulumi.yaml,326566148,326566148/templates/auth0-yaml,Pulumi,yaml,${PROJECT},${DESCRIPTION},yaml,,,0,0,0,
326566148/templates/yaml/Pulumi.yaml,326566148,326566148/templates/yaml,Pulumi,yaml,${PROJECT},${DESCRIPTION},yaml,,,0,0,0,
326566148/templates/equinix-metal-yaml/Pulumi.yaml,326566148,326566148/templates/equinix-metal-yaml,Pulumi,yaml,${PROJECT},${DESCRIPTION},yaml,,,0,0,0,
326566148/templates/civo-yaml/Pulumi.yaml,326566148,326566148/templates/civo-yaml,Pulumi,yaml,${PROJECT},${DESCRIPTION},yaml,,,0,0,0,
326566148/templates/alicloud-yaml/Pulumi.yaml,326566148,326566148/templates/alicloud-yaml,Pulumi,yaml,${PROJECT},${DESCRIPTION},yaml,,,0,0,0,
326566148/templates/digitalocean-yaml/Pulumi.yaml,326566148,326566148/templates/digitalocean-yaml,Pulumi,yaml,${PROJECT},${DESCRIPTION},yaml,,,0,0,0,
366075360/infra/Pulumi.yaml,366075360,366075360/infra,Pulumi,typescript,affinidi-verifier-portal,affinidi-verifier-portal,nodejs,,,0,0,0,
272043294/examples/network/csharp/Pulumi.yaml,272043294,272043294/examples/network/csharp,Pulumi,csharp,network-csharp,A minimal C# Pulumi program,dotnet,,,0,0,0,
272043294/examples/network/ts/Pulumi.yaml,272043294,272043294/examples/network/ts,Pulumi,typescript,network-ts,A minimal TypeScript Pulumi program,nodejs,,,0,0,0,
272043294/examples/network/go/Pulumi.yaml,272043294,272043294/examples/network/go,Pulumi,go,network-go,A minimal Go Pulumi program,go,,,0,0,0,
272043294/examples/network/py/Pulumi.yaml,272043294,272043294/examples/network/py,Pulumi,python,network-py,A minimal Python Pulumi program,python,,,0,0,0,
